info_date,count,rmse,mae,acc
2025-08-28,93,56.03045934963683,50.2875010172526,0.7141667683505823
2025-08-29,96,63.41500131000912,56.48560050010682,0.6893173524734755
2025-08-30,96,74.72268366440026,65.78498769442241,0.6607082859481281
2025-08-31,96,59.96609571396875,48.30777192433675,0.7175362643446708
2025-09-01,96,96.29257382345946,91.89364454587299,-1.12122936041892
2025-09-02,96,100.38593247468764,95.09960025787355,0.270568742029733
2025-09-03,96,72.37115517510587,66.13985522588094,0.4814297415339167
2025-09-04,96,78.63069806277494,67.66035332361857,0.3224224490343012
2025-09-05,96,75.19576179155138,69.4869815381368,0.4711851945604685
2025-09-06,96,61.33928241749059,54.05035033226013,0.7528983287649581
2025-09-07,96,50.853030119824204,43.22046273867289,0.8220074641975232
2025-09-08,96,75.77998650478047,65.86375085830689,0.6905176158347803
2025-09-09,96,66.21386920432877,57.938086039225254,0.5976853572719245
2025-09-10,96,51.675064144350024,42.55556627591451,0.7749818864234691
2025-09-11,96,64.36642872470117,49.19335987408956,0.8309086468390774
2025-09-12,96,62.91683746934044,52.73439689636231,0.7289505288982369
2025-09-13,96,97.74494047834216,89.72096651713053,0.45312170800833207
2025-09-14,96,113.86939864085006,105.39952091852825,-0.38564501287664155
2025-09-15,96,69.74278095227868,57.97208590507507,0.626304485102916
2025-09-16,96,66.69448081898776,60.94809594790141,0.4172937841534915
2025-09-17,96,97.99766295861635,76.68058898289998,0.5705845148947803
2025-09-18,96,86.73195533423849,74.39116776148478,0.6181241401584847
2025-09-19,96,58.578686144355395,50.52111913998922,0.6510543181288153
2025-09-20,96,93.54367203309793,85.63803857167562,0.42480452258132073
2025-09-21,96,55.85742060397728,39.550300385157264,0.8058907756909748
2025-09-22,96,81.18238872964767,63.417194054921474,0.6606269413994083
2025-09-23,96,72.81116440167787,59.29513812383016,0.7858330272682821
2025-09-24,96,52.2987014799544,40.110523475011185,0.7904250728578673
2025-09-25,96,61.13517397344896,51.688188263575235,0.6882268516355794
2025-09-26,96,70.00871967816283,61.13633181254068,0.7886729894347473
