,price_real_clear,info_date,info_hour
279,40.0,2024-09-03,21:45
280,40.0,2024-09-03,22:00
281,40.0,2024-09-03,22:15
282,40.0,2024-09-03,22:30
283,40.0,2024-09-03,22:45
284,40.0,2024-09-03,23:00
285,320.0,2024-09-03,23:15
286,370.0,2024-09-03,23:30
287,40.0,2024-09-03,23:45
288,40.0,2024-09-03,24:00
289,40.0,2024-09-04,00:15
290,40.0,2024-09-04,00:30
291,40.0,2024-09-04,00:45
292,40.0,2024-09-04,01:00
293,40.0,2024-09-04,01:15
294,40.0,2024-09-04,01:30
295,40.0,2024-09-04,01:45
296,40.0,2024-09-04,02:00
297,40.0,2024-09-04,02:15
298,40.0,2024-09-04,02:30
299,40.0,2024-09-04,02:45
300,40.0,2024-09-04,03:00
301,40.0,2024-09-04,03:15
302,40.0,2024-09-04,03:30
303,40.0,2024-09-04,03:45
304,40.0,2024-09-04,04:00
305,40.0,2024-09-04,04:15
306,40.0,2024-09-04,04:30
307,40.0,2024-09-04,04:45
308,40.0,2024-09-04,05:00
309,40.0,2024-09-04,05:15
310,40.0,2024-09-04,05:30
311,40.0,2024-09-04,05:45
312,40.0,2024-09-04,06:00
313,40.0,2024-09-04,06:15
314,40.0,2024-09-04,06:30
315,40.0,2024-09-04,06:45
316,40.0,2024-09-04,07:00
317,40.0,2024-09-04,07:15
318,40.0,2024-09-04,07:30
319,40.0,2024-09-04,07:45
320,40.0,2024-09-04,08:00
321,40.0,2024-09-04,08:15
322,40.0,2024-09-04,08:30
323,40.0,2024-09-04,08:45
324,40.0,2024-09-04,09:00
325,40.0,2024-09-04,09:15
326,40.0,2024-09-04,09:30
327,40.0,2024-09-04,09:45
328,40.0,2024-09-04,10:00
329,40.0,2024-09-04,10:15
330,40.0,2024-09-04,10:30
331,40.0,2024-09-04,10:45
332,40.0,2024-09-04,11:00
333,40.0,2024-09-04,11:15
334,171.32,2024-09-04,11:30
335,40.0,2024-09-04,11:45
336,40.0,2024-09-04,12:00
337,40.0,2024-09-04,12:15
338,40.0,2024-09-04,12:30
339,40.0,2024-09-04,12:45
340,40.0,2024-09-04,13:00
341,40.0,2024-09-04,13:15
342,40.0,2024-09-04,13:30
343,40.0,2024-09-04,13:45
344,40.0,2024-09-04,14:00
345,40.0,2024-09-04,14:15
346,40.0,2024-09-04,14:30
347,40.0,2024-09-04,14:45
348,40.0,2024-09-04,15:00
349,40.0,2024-09-04,15:15
350,40.0,2024-09-04,15:30
351,40.0,2024-09-04,15:45
352,40.0,2024-09-04,16:00
353,40.0,2024-09-04,16:15
354,40.0,2024-09-04,16:30
355,40.0,2024-09-04,16:45
356,40.0,2024-09-04,17:00
357,40.0,2024-09-04,17:15
358,40.0,2024-09-04,17:30
359,40.0,2024-09-04,17:45
360,274.03,2024-09-04,18:00
361,40.0,2024-09-04,18:15
362,320.0,2024-09-04,18:30
363,380.0,2024-09-04,18:45
364,40.0,2024-09-04,19:00
365,328.39,2024-09-04,19:15
366,380.0,2024-09-04,19:30
367,400.0,2024-09-04,19:45
368,374.55,2024-09-04,20:00
369,430.0,2024-09-04,20:15
370,400.0,2024-09-04,20:30
371,380.0,2024-09-04,20:45
372,40.0,2024-09-04,21:00
373,40.0,2024-09-04,21:15
374,320.0,2024-09-04,21:30
375,430.0,2024-09-04,21:45
376,420.0,2024-09-04,22:00
377,370.0,2024-09-04,22:15
378,40.0,2024-09-04,22:30
379,40.0,2024-09-04,22:45
380,40.0,2024-09-04,23:00
381,40.0,2024-09-04,23:15
382,40.0,2024-09-04,23:30
383,290.0,2024-09-04,23:45
384,320.0,2024-09-04,24:00
385,340.0,2024-09-05,00:15
386,40.0,2024-09-05,00:30
387,40.0,2024-09-05,00:45
388,40.0,2024-09-05,01:00
389,320.0,2024-09-05,01:15
390,380.0,2024-09-05,01:30
391,290.0,2024-09-05,01:45
392,290.0,2024-09-05,02:00
393,290.0,2024-09-05,02:15
394,390.0,2024-09-05,02:30
395,400.0,2024-09-05,02:45
396,400.0,2024-09-05,03:00
397,400.0,2024-09-05,03:15
398,400.0,2024-09-05,03:30
399,400.0,2024-09-05,03:45
400,390.0,2024-09-05,04:00
401,370.0,2024-09-05,04:15
402,340.0,2024-09-05,04:30
403,290.0,2024-09-05,04:45
404,370.0,2024-09-05,05:00
405,390.0,2024-09-05,05:15
406,450.0,2024-09-05,05:30
407,600.0,2024-09-05,05:45
408,580.0,2024-09-05,06:00
409,600.0,2024-09-05,06:15
410,510.0,2024-09-05,06:30
411,600.0,2024-09-05,06:45
412,600.0,2024-09-05,07:00
413,550.0,2024-09-05,07:15
414,600.0,2024-09-05,07:30
415,600.0,2024-09-05,07:45
416,600.0,2024-09-05,08:00
417,600.0,2024-09-05,08:15
418,610.0,2024-09-05,08:30
419,600.0,2024-09-05,08:45
420,540.0,2024-09-05,09:00
421,580.0,2024-09-05,09:15
422,400.0,2024-09-05,09:30
423,400.0,2024-09-05,09:45
424,510.0,2024-09-05,10:00
425,500.0,2024-09-05,10:15
426,40.0,2024-09-05,10:30
427,40.0,2024-09-05,10:45
428,40.0,2024-09-05,11:00
429,40.0,2024-09-05,11:15
430,40.0,2024-09-05,11:30
431,40.0,2024-09-05,11:45
432,380.0,2024-09-05,12:00
433,40.0,2024-09-05,12:15
434,40.0,2024-09-05,12:30
435,40.0,2024-09-05,12:45
436,40.0,2024-09-05,13:00
437,40.0,2024-09-05,13:15
438,40.0,2024-09-05,13:30
439,40.0,2024-09-05,13:45
440,40.0,2024-09-05,14:00
441,40.0,2024-09-05,14:15
442,40.0,2024-09-05,14:30
443,40.0,2024-09-05,14:45
444,40.0,2024-09-05,15:00
445,400.0,2024-09-05,15:15
446,390.0,2024-09-05,15:30
447,320.0,2024-09-05,15:45
448,320.0,2024-09-05,16:00
449,40.0,2024-09-05,16:15
450,390.0,2024-09-05,16:30
451,400.0,2024-09-05,16:45
452,400.0,2024-09-05,17:00
453,500.0,2024-09-05,17:15
454,520.0,2024-09-05,17:30
455,600.0,2024-09-05,17:45
456,450.0,2024-09-05,18:00
457,500.0,2024-09-05,18:15
458,550.0,2024-09-05,18:30
459,550.0,2024-09-05,18:45
460,600.0,2024-09-05,19:00
461,600.0,2024-09-05,19:15
462,600.0,2024-09-05,19:30
463,600.0,2024-09-05,19:45
464,600.0,2024-09-05,20:00
465,600.0,2024-09-05,20:15
466,600.0,2024-09-05,20:30
467,600.0,2024-09-05,20:45
468,600.0,2024-09-05,21:00
469,550.0,2024-09-05,21:15
470,600.0,2024-09-05,21:30
471,600.0,2024-09-05,21:45
472,600.0,2024-09-05,22:00
473,600.0,2024-09-05,22:15
474,600.0,2024-09-05,22:30
475,500.0,2024-09-05,22:45
476,40.0,2024-09-05,23:00
477,400.0,2024-09-05,23:15
478,290.0,2024-09-05,23:30
479,410.0,2024-09-05,23:45
480,450.0,2024-09-05,24:00
481,600.0,2024-09-06,00:15
482,500.0,2024-09-06,00:30
483,440.0,2024-09-06,00:45
484,400.0,2024-09-06,01:00
485,400.0,2024-09-06,01:15
486,400.0,2024-09-06,01:30
487,410.0,2024-09-06,01:45
488,380.0,2024-09-06,02:00
489,380.0,2024-09-06,02:15
490,360.41,2024-09-06,02:30
491,369.9,2024-09-06,02:45
492,379.4,2024-09-06,03:00
493,379.76,2024-09-06,03:15
494,379.71,2024-09-06,03:30
495,379.92,2024-09-06,03:45
496,370.26,2024-09-06,04:00
497,370.28,2024-09-06,04:15
498,370.34,2024-09-06,04:30
499,370.06,2024-09-06,04:45
500,370.14,2024-09-06,05:00
501,370.3,2024-09-06,05:15
502,370.35,2024-09-06,05:30
503,370.5,2024-09-06,05:45
504,40.0,2024-09-06,06:00
505,370.32,2024-09-06,06:15
506,370.38,2024-09-06,06:30
507,370.96,2024-09-06,06:45
508,407.65,2024-09-06,07:00
509,417.88,2024-09-06,07:15
510,450.0,2024-09-06,07:30
511,40.0,2024-09-06,07:45
512,40.0,2024-09-06,08:00
513,420.0,2024-09-06,08:15
514,400.0,2024-09-06,08:30
515,40.0,2024-09-06,08:45
516,40.0,2024-09-06,09:00
517,324.55,2024-09-06,09:15
518,305.15,2024-09-06,09:30
519,394.23,2024-09-06,09:45
520,269.07,2024-09-06,10:00
521,370.58,2024-09-06,10:15
522,280.54,2024-09-06,10:30
523,233.78,2024-09-06,10:45
524,236.92,2024-09-06,11:00
525,324.24,2024-09-06,11:15
526,316.53,2024-09-06,11:30
527,304.19,2024-09-06,11:45
528,280.21,2024-09-06,12:00
529,290.68,2024-09-06,12:15
530,239.19,2024-09-06,12:30
531,214.06,2024-09-06,12:45
532,174.46,2024-09-06,13:00
533,204.9,2024-09-06,13:15
534,175.89,2024-09-06,13:30
535,177.3,2024-09-06,13:45
536,40.0,2024-09-06,14:00
537,196.91,2024-09-06,14:15
538,155.93,2024-09-06,14:30
539,164.92,2024-09-06,14:45
540,40.0,2024-09-06,15:00
541,217.18,2024-09-06,15:15
542,236.7,2024-09-06,15:30
543,305.75,2024-09-06,15:45
544,320.76,2024-09-06,16:00
545,40.0,2024-09-06,16:15
546,40.0,2024-09-06,16:30
547,291.01,2024-09-06,16:45
548,257.0,2024-09-06,17:00
549,40.0,2024-09-06,17:15
550,40.0,2024-09-06,17:30
551,40.0,2024-09-06,17:45
552,40.0,2024-09-06,18:00
553,350.0,2024-09-06,18:15
554,500.0,2024-09-06,18:30
555,450.0,2024-09-06,18:45
556,600.0,2024-09-06,19:00
557,550.0,2024-09-06,19:15
558,550.0,2024-09-06,19:30
559,600.0,2024-09-06,19:45
560,600.0,2024-09-06,20:00
561,550.0,2024-09-06,20:15
562,450.0,2024-09-06,20:30
563,410.0,2024-09-06,20:45
564,400.0,2024-09-06,21:00
565,40.0,2024-09-06,21:15
566,270.0,2024-09-06,21:30
567,350.0,2024-09-06,21:45
568,40.0,2024-09-06,22:00
569,40.0,2024-09-06,22:15
570,234.23,2024-09-06,22:30
571,307.89,2024-09-06,22:45
572,288.98,2024-09-06,23:00
573,307.19,2024-09-06,23:15
574,291.57,2024-09-06,23:30
575,341.63,2024-09-06,23:45
576,199.0,2024-09-06,24:00
577,221.27,2024-09-07,00:15
578,384.07,2024-09-07,00:30
579,387.85,2024-09-07,00:45
580,353.3,2024-09-07,01:00
581,409.43,2024-09-07,01:15
582,405.94,2024-09-07,01:30
583,382.84,2024-09-07,01:45
584,382.11,2024-09-07,02:00
585,369.43,2024-09-07,02:15
586,331.29,2024-09-07,02:30
587,306.53,2024-09-07,02:45
588,299.31,2024-09-07,03:00
589,292.25,2024-09-07,03:15
590,293.28,2024-09-07,03:30
591,361.59,2024-09-07,03:45
592,326.69,2024-09-07,04:00
593,297.57,2024-09-07,04:15
594,435.37,2024-09-07,04:30
595,437.67,2024-09-07,04:45
596,437.24,2024-09-07,05:00
597,403.13,2024-09-07,05:15
598,441.03,2024-09-07,05:30
599,344.95,2024-09-07,05:45
600,316.65,2024-09-07,06:00
601,366.81,2024-09-07,06:15
602,363.75,2024-09-07,06:30
603,397.43,2024-09-07,06:45
604,398.19,2024-09-07,07:00
605,260.56,2024-09-07,07:15
606,251.21,2024-09-07,07:30
607,227.61,2024-09-07,07:45
608,222.32,2024-09-07,08:00
609,180.96,2024-09-07,08:15
610,40.0,2024-09-07,08:30
611,199.92,2024-09-07,08:45
612,304.98,2024-09-07,09:00
613,40.0,2024-09-07,09:15
614,40.0,2024-09-07,09:30
615,40.0,2024-09-07,09:45
616,40.0,2024-09-07,10:00
617,195.34,2024-09-07,10:15
618,40.0,2024-09-07,10:30
619,40.0,2024-09-07,10:45
620,40.0,2024-09-07,11:00
621,40.0,2024-09-07,11:15
622,40.0,2024-09-07,11:30
623,40.0,2024-09-07,11:45
624,40.0,2024-09-07,12:00
625,40.0,2024-09-07,12:15
626,40.0,2024-09-07,12:30
627,40.0,2024-09-07,12:45
628,40.0,2024-09-07,13:00
629,40.0,2024-09-07,13:15
630,40.0,2024-09-07,13:30
631,40.0,2024-09-07,13:45
632,40.0,2024-09-07,14:00
633,40.0,2024-09-07,14:15
634,40.0,2024-09-07,14:30
635,40.0,2024-09-07,14:45
636,40.0,2024-09-07,15:00
637,40.0,2024-09-07,15:15
638,40.0,2024-09-07,15:30
639,40.0,2024-09-07,15:45
640,40.0,2024-09-07,16:00
641,40.0,2024-09-07,16:15
642,338.79,2024-09-07,16:30
643,357.94,2024-09-07,16:45
644,355.94,2024-09-07,17:00
645,40.0,2024-09-07,17:15
646,40.0,2024-09-07,17:30
647,40.0,2024-09-07,17:45
648,40.0,2024-09-07,18:00
649,40.0,2024-09-07,18:15
650,250.03,2024-09-07,18:30
651,301.46,2024-09-07,18:45
652,40.0,2024-09-07,19:00
653,40.0,2024-09-07,19:15
654,40.0,2024-09-07,19:30
655,243.99,2024-09-07,19:45
656,40.0,2024-09-07,20:00
657,40.0,2024-09-07,20:15
658,213.17,2024-09-07,20:30
659,40.0,2024-09-07,20:45
660,40.0,2024-09-07,21:00
661,40.0,2024-09-07,21:15
662,40.0,2024-09-07,21:30
663,40.0,2024-09-07,21:45
664,40.0,2024-09-07,22:00
665,40.0,2024-09-07,22:15
666,40.0,2024-09-07,22:30
667,40.0,2024-09-07,22:45
668,40.0,2024-09-07,23:00
669,40.0,2024-09-07,23:15
670,40.0,2024-09-07,23:30
671,40.0,2024-09-07,23:45
672,40.0,2024-09-07,24:00
673,237.05,2024-09-08,00:15
674,237.01,2024-09-08,00:30
675,231.18,2024-09-08,00:45
676,40.0,2024-09-08,01:00
677,248.1,2024-09-08,01:15
678,242.12,2024-09-08,01:30
679,246.94,2024-09-08,01:45
680,251.6,2024-09-08,02:00
681,249.21,2024-09-08,02:15
682,277.35,2024-09-08,02:30
683,268.77,2024-09-08,02:45
684,276.24,2024-09-08,03:00
685,315.69,2024-09-08,03:15
686,258.38,2024-09-08,03:30
687,273.8,2024-09-08,03:45
688,40.0,2024-09-08,04:00
689,40.0,2024-09-08,04:15
690,40.0,2024-09-08,04:30
691,233.98,2024-09-08,04:45
692,234.0,2024-09-08,05:00
693,40.0,2024-09-08,05:15
694,318.62,2024-09-08,05:30
695,443.86,2024-09-08,05:45
696,414.14,2024-09-08,06:00
697,318.63,2024-09-08,06:15
698,338.8,2024-09-08,06:30
699,420.93,2024-09-08,06:45
700,376.36,2024-09-08,07:00
701,250.08,2024-09-08,07:15
702,40.0,2024-09-08,07:30
703,40.0,2024-09-08,07:45
704,40.0,2024-09-08,08:00
705,40.0,2024-09-08,08:15
706,40.0,2024-09-08,08:30
707,40.0,2024-09-08,08:45
708,40.0,2024-09-08,09:00
709,40.0,2024-09-08,09:15
710,40.0,2024-09-08,09:30
711,40.0,2024-09-08,09:45
712,40.0,2024-09-08,10:00
713,40.0,2024-09-08,10:15
714,40.0,2024-09-08,10:30
715,40.0,2024-09-08,10:45
716,40.0,2024-09-08,11:00
717,40.0,2024-09-08,11:15
718,40.0,2024-09-08,11:30
719,40.0,2024-09-08,11:45
720,40.0,2024-09-08,12:00
721,40.0,2024-09-08,12:15
722,40.0,2024-09-08,12:30
723,40.0,2024-09-08,12:45
724,40.0,2024-09-08,13:00
725,40.0,2024-09-08,13:15
726,40.0,2024-09-08,13:30
727,40.0,2024-09-08,13:45
728,40.0,2024-09-08,14:00
729,40.0,2024-09-08,14:15
730,40.0,2024-09-08,14:30
731,40.0,2024-09-08,14:45
732,40.0,2024-09-08,15:00
733,40.0,2024-09-08,15:15
734,40.0,2024-09-08,15:30
735,40.0,2024-09-08,15:45
736,40.0,2024-09-08,16:00
737,40.0,2024-09-08,16:15
738,40.0,2024-09-08,16:30
739,40.0,2024-09-08,16:45
740,199.63,2024-09-08,17:00
741,40.0,2024-09-08,17:15
742,320.0,2024-09-08,17:30
743,40.0,2024-09-08,17:45
744,40.0,2024-09-08,18:00
745,40.0,2024-09-08,18:15
746,520.0,2024-09-08,18:30
747,600.0,2024-09-08,18:45
748,600.0,2024-09-08,19:00
749,40.0,2024-09-08,19:15
750,40.0,2024-09-08,19:30
751,450.0,2024-09-08,19:45
752,390.0,2024-09-08,20:00
753,40.0,2024-09-08,20:15
754,40.0,2024-09-08,20:30
755,350.0,2024-09-08,20:45
756,40.0,2024-09-08,21:00
757,350.0,2024-09-08,21:15
758,500.0,2024-09-08,21:30
759,450.0,2024-09-08,21:45
760,500.0,2024-09-08,22:00
761,600.0,2024-09-08,22:15
762,600.0,2024-09-08,22:30
763,500.0,2024-09-08,22:45
764,580.0,2024-09-08,23:00
765,630.0,2024-09-08,23:15
766,620.0,2024-09-08,23:30
767,600.0,2024-09-08,23:45
768,620.0,2024-09-08,24:00
769,620.0,2024-09-09,00:15
770,600.0,2024-09-09,00:30
771,600.0,2024-09-09,00:45
772,500.0,2024-09-09,01:00
773,370.0,2024-09-09,01:15
774,400.0,2024-09-09,01:30
775,410.0,2024-09-09,01:45
776,400.0,2024-09-09,02:00
777,600.0,2024-09-09,02:15
778,600.0,2024-09-09,02:30
779,600.0,2024-09-09,02:45
780,600.0,2024-09-09,03:00
781,600.0,2024-09-09,03:15
782,563.1,2024-09-09,03:30
783,488.39,2024-09-09,03:45
784,488.08,2024-09-09,04:00
785,469.5,2024-09-09,04:15
786,422.66,2024-09-09,04:30
787,413.27,2024-09-09,04:45
788,404.27,2024-09-09,05:00
789,404.45,2024-09-09,05:15
790,404.36,2024-09-09,05:30
791,376.27,2024-09-09,05:45
792,347.67,2024-09-09,06:00
793,357.26,2024-09-09,06:15
794,366.66,2024-09-09,06:30
795,356.98,2024-09-09,06:45
796,338.24,2024-09-09,07:00
797,225.56,2024-09-09,07:15
798,337.62,2024-09-09,07:30
799,347.79,2024-09-09,07:45
800,338.88,2024-09-09,08:00
801,40.0,2024-09-09,08:15
802,40.0,2024-09-09,08:30
803,40.0,2024-09-09,08:45
804,40.0,2024-09-09,09:00
805,352.35,2024-09-09,09:15
806,407.14,2024-09-09,09:30
807,247.12,2024-09-09,09:45
808,40.0,2024-09-09,10:00
809,40.0,2024-09-09,10:15
810,40.0,2024-09-09,10:30
811,40.0,2024-09-09,10:45
812,40.0,2024-09-09,11:00
813,202.84,2024-09-09,11:15
814,40.0,2024-09-09,11:30
815,40.0,2024-09-09,11:45
816,40.0,2024-09-09,12:00
817,40.0,2024-09-09,12:15
818,40.0,2024-09-09,12:30
819,40.0,2024-09-09,12:45
820,40.0,2024-09-09,13:00
