,gen_real_clear,dg_real_clear,ne_real_clear,load_real_clear,wind_real_clear,pv_real_clear,hydro_real_clear,tieline_real_clear,price_real_clear_shift_1,jingjiakongjian,jingjiakongjian_shift_1,sdsurplus,time_order,temperature_620000,temperature_620001,temperature_620002,pressure_620000,pressure_620001,pressure_620002,solartotal_620000,solartotal_620001,solartotal_620002,totalcloud_620000,totalcloud_620001,totalcloud_620002,humidity_620000,humidity_620001,humidity_620002,windspeed_620000,windspeed_620001,windspeed_620002,winddirection_620000,winddirection_620001,winddirection_620002,rainfall_620000,rainfall_620001,rainfall_620002,feeltemp_620000,feeltemp_620001,feeltemp_620002,solar_term,info_date,info_hour
0,24854.0,6860.0,11532.3332,17733.0,11481.0,51.3332,4543.71,7119.9919,40.0,1916.9487000000008,,1.008100000000013,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2024-08-30,24:00
1,24885.0,7212.0,11115.2344,17634.0,11063.9,51.3344,4538.55,7250.3504,371.24,2018.565999999999,1916.9487000000008,0.6495999999997366,0,19.865517,19.820896,20.015,808.45977,806.519403,814.96,0.0,0.0,0.0,0.852632,0.891119,0.7237,0.81746,0.856552,0.6865,5.458138,5.814905,4.36604,162.482759,139.464179,239.595,0.037931,0.025373,0.08,14.298851,14.564179,13.41,16,2024-08-31,00:15
2,25539.0,8013.0,9964.7752,17599.0,9913.5,51.2752,4876.37,7940.712,289.45,2685.5668000000005,2018.565999999999,-0.7120000000004438,1,19.865517,19.820896,20.015,808.45977,806.519403,814.96,0.0,0.0,0.0,0.852632,0.891119,0.7237,0.81746,0.856552,0.6865,5.458138,5.814905,4.36604,162.482759,139.464179,239.595,0.037931,0.025373,0.08,14.298851,14.564179,13.41,16,2024-08-31,00:30
3,25571.0,7851.0,9726.2424,17364.0,9674.97,51.2724,4802.86,8211.1338,234.59,3195.0314,2685.5668000000005,-4.13379999999961,2,19.865517,19.820896,20.015,808.45977,806.519403,814.96,0.0,0.0,0.0,0.852632,0.891119,0.7237,0.81746,0.856552,0.6865,5.458138,5.814905,4.36604,162.482759,139.464179,239.595,0.037931,0.025373,0.08,14.298851,14.564179,13.41,16,2024-08-31,00:45
4,25885.0,7844.0,9839.7125,17434.0,9788.44,51.2725,4798.6,8452.7483,228.82,3404.4357999999993,3195.0314,-1.7482999999992899,3,19.865517,19.820896,20.015,808.45977,806.519403,814.96,0.0,0.0,0.0,0.852632,0.891119,0.7237,0.81746,0.856552,0.6865,5.458138,5.814905,4.36604,162.482759,139.464179,239.595,0.037931,0.025373,0.08,14.298851,14.564179,13.41,16,2024-08-31,01:00
5,25841.0,7823.0,10160.2728,17341.0,10109.0,51.2728,4793.93,8500.5971,218.93,3064.394299999998,3404.4357999999993,-0.5971000000008644,4,19.442529,19.437313,19.46,808.442529,806.537313,814.825,0.0,0.0,0.0,0.910908,0.95591,0.76015,0.829966,0.869299,0.6982,5.367638,5.804361,4.030789,166.348276,139.337313,256.835,0.047126,0.047761,0.045,14.104598,14.391045,13.145,16,2024-08-31,01:15
6,25770.0,7844.0,10188.2725,17395.0,10137.0,51.2725,4871.18,8374.3216,169.15,2865.8691,3064.394299999998,0.6784000000006927,5,19.442529,19.437313,19.46,808.442529,806.537313,814.825,0.0,0.0,0.0,0.910908,0.95591,0.76015,0.829966,0.869299,0.6982,5.367638,5.804361,4.030789,166.348276,139.337313,256.835,0.047126,0.047761,0.045,14.104598,14.391045,13.145,16,2024-08-31,01:30
7,25602.0,7845.0,9987.6455,17362.0,9936.29,51.3555,4815.42,8236.7929,230.52,2950.7273999999998,2865.8691,3.2070999999996275,6,19.442529,19.437313,19.46,808.442529,806.537313,814.825,0.0,0.0,0.0,0.910908,0.95591,0.76015,0.829966,0.869299,0.6982,5.367638,5.804361,4.030789,166.348276,139.337313,256.835,0.047126,0.047761,0.045,14.104598,14.391045,13.145,16,2024-08-31,01:45
8,25497.0,7860.0,9531.7897,17349.0,9480.44,51.3497,4771.23,8149.0661,230.86,3335.046400000001,2950.7273999999998,-1.0661000000000058,7,19.442529,19.437313,19.46,808.442529,806.537313,814.825,0.0,0.0,0.0,0.910908,0.95591,0.76015,0.829966,0.869299,0.6982,5.367638,5.804361,4.030789,166.348276,139.337313,256.835,0.047126,0.047761,0.045,14.104598,14.391045,13.145,16,2024-08-31,02:00
9,25655.0,8079.0,9052.8513,17300.0,9001.58,51.2713,4763.49,8355.1125,240.12,3759.771200000001,3335.046400000001,-0.1124999999992724,8,19.013793,19.116418,18.67,808.15977,806.191045,814.755,0.0,0.0,0.0,0.925172,0.991373,0.7034,0.842621,0.881149,0.71355,5.235977,5.728694,3.727726,160.056322,137.468657,235.725,0.044828,0.041791,0.055,13.650575,14.173134,11.9,16,2024-08-31,02:15
10,25401.0,7930.0,8601.6567,17194.0,8550.25,51.4067,4619.63,8209.6342,228.31,4252.3475,3759.771200000001,-2.634200000000419,9,19.013793,19.116418,18.67,808.15977,806.191045,814.755,0.0,0.0,0.0,0.925172,0.991373,0.7034,0.842621,0.881149,0.71355,5.235977,5.728694,3.727726,160.056322,137.468657,235.725,0.044828,0.041791,0.055,13.650575,14.173134,11.9,16,2024-08-31,02:30
11,25280.0,7901.0,8385.6667,17253.0,8334.23,51.4367,4612.73,8025.6898,40.0,4379.293099999999,4252.3475,1.3101999999998952,10,19.013793,19.116418,18.67,808.15977,806.191045,814.755,0.0,0.0,0.0,0.925172,0.991373,0.7034,0.842621,0.881149,0.71355,5.235977,5.728694,3.727726,160.056322,137.468657,235.725,0.044828,0.041791,0.055,13.650575,14.173134,11.9,16,2024-08-31,02:45
12,25088.0,7838.0,8080.2807,17287.0,8029.0,51.2807,4630.95,7801.7526,40.0,4539.5219,4379.293099999999,-0.7525999999998021,11,19.013793,19.116418,18.67,808.15977,806.191045,814.755,0.0,0.0,0.0,0.925172,0.991373,0.7034,0.842621,0.881149,0.71355,5.235977,5.728694,3.727726,160.056322,137.468657,235.725,0.044828,0.041791,0.055,13.650575,14.173134,11.9,16,2024-08-31,03:00
13,25115.0,7770.0,7784.6816,17349.0,7733.33,51.3516,4624.08,7764.416,187.29,4934.654400000001,4539.5219,1.5839999999998327,12,18.733333,18.937313,18.05,808.11954,806.10597,814.865,0.0,0.0,0.0,0.920885,0.995552,0.67075,0.848862,0.886299,0.72345,5.116957,5.736342,3.220963,160.225287,136.18806,240.75,0.077011,0.083582,0.055,13.488506,14.244776,10.955,16,2024-08-31,03:15
14,25203.0,7766.0,7492.2221,17409.0,7440.88,51.3421,4734.24,7789.1119,187.82,5205.649800000001,4934.654400000001,4.888100000000122,13,18.733333,18.937313,18.05,808.11954,806.10597,814.865,0.0,0.0,0.0,0.920885,0.995552,0.67075,0.848862,0.886299,0.72345,5.116957,5.736342,3.220963,160.225287,136.18806,240.75,0.077011,0.083582,0.055,13.488506,14.244776,10.955,16,2024-08-31,03:30
15,25450.0,7722.0,7339.3614,17296.0,7275.64,63.7214,4756.84,8156.9265,187.75,5634.7251,5205.649800000001,-2.926499999999578,14,18.733333,18.937313,18.05,808.11954,806.10597,814.865,0.0,0.0,0.0,0.920885,0.995552,0.67075,0.848862,0.886299,0.72345,5.116957,5.736342,3.220963,160.225287,136.18806,240.75,0.077011,0.083582,0.055,13.488506,14.244776,10.955,16,2024-08-31,03:45
16,25759.0,7754.0,7432.146,17191.0,7365.71,66.436,4775.0,8569.733,186.81,5799.5869999999995,5634.7251,-1.7330000000001746,15,18.733333,18.937313,18.05,808.11954,806.10597,814.865,0.0,0.0,0.0,0.920885,0.995552,0.67075,0.848862,0.886299,0.72345,5.116957,5.736342,3.220963,160.225287,136.18806,240.75,0.077011,0.083582,0.055,13.488506,14.244776,10.955,16,2024-08-31,04:00
17,25261.0,7790.0,7712.9606,17140.0,7661.62,51.3406,4760.96,8099.0068,40.0,4975.086199999998,5799.5869999999995,21.993199999999888,16,18.457471,18.752239,17.47,808.228736,806.220896,814.955,0.0,0.0,0.0,0.912138,0.994731,0.63545,0.85508,0.892358,0.7302,5.004141,5.674717,2.951444,162.458621,138.995522,241.06,0.058621,0.061194,0.05,13.175862,13.992537,10.44,16,2024-08-31,04:15
18,25288.0,7769.0,7758.7067,17077.0,7707.44,51.2667,4761.2,8214.895,169.74,5002.988300000001,4975.086199999998,-3.8950000000004366,17,18.457471,18.752239,17.47,808.228736,806.220896,814.955,0.0,0.0,0.0,0.912138,0.994731,0.63545,0.85508,0.892358,0.7302,5.004141,5.674717,2.951444,162.458621,138.995522,241.06,0.058621,0.061194,0.05,13.175862,13.992537,10.44,16,2024-08-31,04:30
19,25452.0,7743.0,7676.9661,17150.0,7625.64,51.3261,4765.02,8307.583,188.24,5272.5969000000005,5002.988300000001,-5.583000000000538,18,18.457471,18.752239,17.47,808.228736,806.220896,814.955,0.0,0.0,0.0,0.912138,0.994731,0.63545,0.85508,0.892358,0.7302,5.004141,5.674717,2.951444,162.458621,138.995522,241.06,0.058621,0.061194,0.05,13.175862,13.992537,10.44,16,2024-08-31,04:45
20,25359.0,7776.0,7904.0536,17147.0,7852.73,51.3236,4936.81,8223.474,188.1,4753.610400000001,5272.5969000000005,-11.47400000000016,19,18.457471,18.752239,17.47,808.228736,806.220896,814.955,0.0,0.0,0.0,0.912138,0.994731,0.63545,0.85508,0.892358,0.7302,5.004141,5.674717,2.951444,162.458621,138.995522,241.06,0.058621,0.061194,0.05,13.175862,13.992537,10.44,16,2024-08-31,05:00
21,25307.0,7816.0,8049.306,17096.0,7997.98,51.326,4860.35,8214.7176,219.22,4585.061599999999,4753.610400000001,-3.7175999999999476,20,18.18046,18.522388,17.035,808.344828,806.322388,815.12,0.0,0.0,0.0,0.895989,0.982955,0.60465,0.864908,0.903448,0.7358,4.86834,5.619764,2.56816,172.085057,156.78806,223.33,0.088506,0.102985,0.04,13.158621,14.028358,10.245,16,2024-08-31,05:15
22,25488.0,7884.0,7813.2723,17359.0,7761.87,51.4023,4898.34,8127.5808,233.13,4890.968499999999,4585.061599999999,1.4192000000002736,21,18.18046,18.522388,17.035,808.344828,806.322388,815.12,0.0,0.0,0.0,0.895989,0.982955,0.60465,0.864908,0.903448,0.7358,4.86834,5.619764,2.56816,172.085057,156.78806,223.33,0.088506,0.102985,0.04,13.158621,14.028358,10.245,16,2024-08-31,05:30
23,25405.0,7802.0,7273.1127,17488.0,7221.74,51.3727,4900.81,7914.9274,369.87,5427.004700000001,4890.968499999999,2.0726000000004206,22,18.18046,18.522388,17.035,808.344828,806.322388,815.12,0.0,0.0,0.0,0.895989,0.982955,0.60465,0.864908,0.903448,0.7358,4.86834,5.619764,2.56816,172.085057,156.78806,223.33,0.088506,0.102985,0.04,13.158621,14.028358,10.245,16,2024-08-31,05:45
24,24803.0,7738.0,6565.6252,17414.0,6514.28,51.3452,4921.89,7387.4006,306.13,5575.885399999999,5427.004700000001,1.5994000000000597,23,18.18046,18.522388,17.035,808.344828,806.322388,815.12,0.0,0.0,0.0,0.895989,0.982955,0.60465,0.864908,0.903448,0.7358,4.86834,5.619764,2.56816,172.085057,156.78806,223.33,0.088506,0.102985,0.04,13.158621,14.028358,10.245,16,2024-08-31,06:00
25,25195.0,7853.0,6470.4829,17384.0,6403.97,66.5129,5072.66,7791.753,260.66,5779.610100000002,5575.885399999999,19.2470000000003,24,18.034483,18.397015,16.82,808.752874,806.741791,815.49,0.025131,0.016177,0.060826,0.896126,0.973448,0.6371,0.870759,0.911269,0.73505,4.748608,5.545948,2.307875,163.948276,156.541791,188.76,0.118391,0.135821,0.06,13.23908,14.140299,10.22,16,2024-08-31,06:15
26,25266.0,7859.0,6577.3819,17687.0,6509.38,68.0019,5050.27,7588.5198,285.69,5788.867900000001,5779.610100000002,-9.519800000000032,25,18.034483,18.397015,16.82,808.752874,806.741791,815.49,0.025131,0.016177,0.060826,0.896126,0.973448,0.6371,0.870759,0.911269,0.73505,4.748608,5.545948,2.307875,163.948276,156.541791,188.76,0.118391,0.135821,0.06,13.23908,14.140299,10.22,16,2024-08-31,06:30
27,25628.0,7845.0,6488.9301,17685.0,6430.33,58.6001,5042.82,7947.1113,266.95,6255.361199999999,5788.867900000001,-4.111299999999574,26,18.034483,18.397015,16.82,808.752874,806.741791,815.49,0.025131,0.016177,0.060826,0.896126,0.973448,0.6371,0.870759,0.911269,0.73505,4.748608,5.545948,2.307875,163.948276,156.541791,188.76,0.118391,0.135821,0.06,13.23908,14.140299,10.22,16,2024-08-31,06:45
28,26386.0,7774.0,6588.2683,17800.0,6502.31,85.9583,5164.47,8572.5234,40.0,6845.785099999997,6255.361199999999,13.476599999999962,27,18.034483,18.397015,16.82,808.752874,806.741791,815.49,0.025131,0.016177,0.060826,0.896126,0.973448,0.6371,0.870759,0.911269,0.73505,4.748608,5.545948,2.307875,163.948276,156.541791,188.76,0.118391,0.135821,0.06,13.23908,14.140299,10.22,16,2024-08-31,07:00
29,26480.0,7534.0,7052.147,17927.0,6874.11,178.037,5029.98,8549.3124,40.0,6860.185400000002,6845.785099999997,3.6875999999992928,28,18.132184,18.595522,16.58,809.354023,807.377612,815.975,1.121525,0.541393,3.434227,0.913782,0.966164,0.7383,0.865287,0.904627,0.7335,4.820813,5.679112,2.193479,166.735632,159.229851,191.88,0.135632,0.147761,0.095,13.255172,14.273134,9.845,16,2024-08-31,07:15
30,26119.0,7505.0,6929.573,18197.0,6633.63,295.943,4969.64,7921.9384,40.0,6714.725399999999,6860.185400000002,0.061599999999998545,29,18.132184,18.595522,16.58,809.354023,807.377612,815.975,1.121525,0.541393,3.434227,0.913782,0.966164,0.7383,0.865287,0.904627,0.7335,4.820813,5.679112,2.193479,166.735632,159.229851,191.88,0.135632,0.147761,0.095,13.255172,14.273134,9.845,16,2024-08-31,07:30
31,25879.0,7793.0,6639.984,18333.0,6196.12,443.864,5288.44,7557.4233,40.0,6168.999300000003,6714.725399999999,-11.423300000000381,30,18.132184,18.595522,16.58,809.354023,807.377612,815.975,1.121525,0.541393,3.434227,0.913782,0.966164,0.7383,0.865287,0.904627,0.7335,4.820813,5.679112,2.193479,166.735632,159.229851,191.88,0.135632,0.147761,0.095,13.255172,14.273134,9.845,16,2024-08-31,07:45
32,25735.0,7828.0,6289.95,18381.0,5693.48,596.47,5148.08,7353.5939,40.0,6468.563899999999,6168.999300000003,0.40610000000015134,31,18.132184,18.595522,16.58,809.354023,807.377612,815.975,1.121525,0.541393,3.434227,0.913782,0.966164,0.7383,0.865287,0.904627,0.7335,4.820813,5.679112,2.193479,166.735632,159.229851,191.88,0.135632,0.147761,0.095,13.255172,14.273134,9.845,16,2024-08-31,08:00
33,25958.0,7865.0,6333.171,19002.0,5539.69,793.481,5296.13,6950.5516,40.0,6458.250599999996,6468.563899999999,5.44840000000022,32,18.803448,19.386567,16.85,809.614943,807.58806,816.405,38.415719,34.589724,53.668075,0.919287,0.94194,0.8434,0.832,0.87097,0.70145,5.031149,5.842209,2.548419,166.73908,155.128358,205.635,0.127586,0.150746,0.05,13.905747,14.962687,10.365,16,2024-08-31,08:15
34,26108.0,7749.0,6598.01,19083.0,5597.32,1000.69,5259.09,7025.3606,40.0,6502.260599999998,6458.250599999996,-0.3605999999999767,33,18.803448,19.386567,16.85,809.614943,807.58806,816.405,38.415719,34.589724,53.668075,0.919287,0.94194,0.8434,0.832,0.87097,0.70145,5.031149,5.842209,2.548419,166.73908,155.128358,205.635,0.127586,0.150746,0.05,13.905747,14.962687,10.365,16,2024-08-31,08:30
35,25775.0,7631.0,6782.77,19410.0,5615.52,1167.25,5253.42,6371.7554,40.0,6114.565400000001,6502.260599999998,-6.755400000000009,34,18.803448,19.386567,16.85,809.614943,807.58806,816.405,38.415719,34.589724,53.668075,0.919287,0.94194,0.8434,0.832,0.87097,0.70145,5.031149,5.842209,2.548419,166.73908,155.128358,205.635,0.127586,0.150746,0.05,13.905747,14.962687,10.365,16,2024-08-31,08:45
36,25216.0,7289.0,6773.79,19542.0,5472.14,1301.65,4939.39,5679.5776,40.0,6219.3976,6114.565400000001,-5.57759999999962,35,18.803448,19.386567,16.85,809.614943,807.58806,816.405,38.415719,34.589724,53.668075,0.919287,0.94194,0.8434,0.832,0.87097,0.70145,5.031149,5.842209,2.548419,166.73908,155.128358,205.635,0.127586,0.150746,0.05,13.905747,14.962687,10.365,16,2024-08-31,09:00
37,25701.0,7791.0,6621.48,19839.0,5029.26,1592.22,5046.78,5868.7977,40.0,6248.537700000001,6219.3976,-6.797700000000077,36,19.678161,20.325373,17.51,809.911494,807.862687,816.775,121.049226,115.885201,141.635647,0.901023,0.920358,0.83625,0.789494,0.828134,0.66005,4.306849,4.730508,3.009989,166.170115,158.268657,192.64,0.081609,0.092537,0.045,14.58046,15.791045,10.525,16,2024-08-31,09:15
38,25491.0,7406.0,6556.56,19903.0,4748.62,1807.94,5059.24,5589.7907,40.0,6470.990699999997,6248.537700000001,-1.7906999999995605,37,19.678161,20.325373,17.51,809.911494,807.862687,816.775,121.049226,115.885201,141.635647,0.901023,0.920358,0.83625,0.789494,0.828134,0.66005,4.306849,4.730508,3.009989,166.170115,158.268657,192.64,0.081609,0.092537,0.045,14.58046,15.791045,10.525,16,2024-08-31,09:30
39,24841.0,6966.0,6453.95,20002.0,4436.1,2017.85,5041.43,4835.3024,219.43,6375.9223999999995,6470.990699999997,3.6976000000004206,38,19.678161,20.325373,17.51,809.911494,807.862687,816.775,121.049226,115.885201,141.635647,0.901023,0.920358,0.83625,0.789494,0.828134,0.66005,4.306849,4.730508,3.009989,166.170115,158.268657,192.64,0.081609,0.092537,0.045,14.58046,15.791045,10.525,16,2024-08-31,09:45
40,24502.0,6581.0,6470.14,20066.0,4075.67,2394.47,4938.86,4430.6107,206.37,6506.610700000001,6375.9223999999995,5.389299999999821,39,19.678161,20.325373,17.51,809.911494,807.862687,816.775,121.049226,115.885201,141.635647,0.901023,0.920358,0.83625,0.789494,0.828134,0.66005,4.306849,4.730508,3.009989,166.170115,158.268657,192.64,0.081609,0.092537,0.045,14.58046,15.791045,10.525,16,2024-08-31,10:00
41,24408.0,5873.0,6854.63,20099.0,4017.84,2836.79,4729.19,4310.7174,214.37,6952.897400000002,6506.610700000001,-1.7174000000004526,40,20.645977,21.28806,18.495,810.167816,808.104478,817.08,216.914932,226.343812,179.32663,0.909172,0.916254,0.88545,0.744448,0.784299,0.61095,4.593106,4.97614,3.420601,155.794253,143.01194,198.615,0.12069,0.141791,0.05,15.116092,16.279104,11.22,16,2024-08-31,10:15
42,24416.0,5518.0,7566.83,20208.0,4115.78,3451.05,4249.36,4206.641,40.0,7080.451000000001,6952.897400000002,1.3590000000003783,41,20.645977,21.28806,18.495,810.167816,808.104478,817.08,216.914932,226.343812,179.32663,0.909172,0.916254,0.88545,0.744448,0.784299,0.61095,4.593106,4.97614,3.420601,155.794253,143.01194,198.615,0.12069,0.141791,0.05,15.116092,16.279104,11.22,16,2024-08-31,10:30
43,23988.0,5287.0,7817.44,20272.0,3977.15,3840.29,4004.99,3702.7959,40.0,6865.3659000000025,7080.451000000001,13.204099999999926,42,20.645977,21.28806,18.495,810.167816,808.104478,817.08,216.914932,226.343812,179.32663,0.909172,0.916254,0.88545,0.744448,0.784299,0.61095,4.593106,4.97614,3.420601,155.794253,143.01194,198.615,0.12069,0.141791,0.05,15.116092,16.279104,11.22,16,2024-08-31,10:45
44,23838.0,5248.0,7849.36,20442.0,3695.92,4153.44,4004.03,3396.8238,157.31,6737.433799999997,6865.3659000000025,-0.8238000000001193,43,20.645977,21.28806,18.495,810.167816,808.104478,817.08,216.914932,226.343812,179.32663,0.909172,0.916254,0.88545,0.744448,0.784299,0.61095,4.593106,4.97614,3.420601,155.794253,143.01194,198.615,0.12069,0.141791,0.05,15.116092,16.279104,11.22,16,2024-08-31,11:00
45,23985.0,5220.0,7936.02,20564.0,3549.33,4386.69,3937.42,3420.4232,191.21,6890.983200000001,6737.433799999997,0.576799999999821,44,21.643678,22.271642,19.54,810.25977,808.173134,817.25,315.530169,325.273791,276.687147,0.90569,0.896433,0.9367,0.698448,0.738328,0.56485,4.697219,4.909957,4.046007,147.412644,131.51791,200.66,0.118391,0.129851,0.08,15.701149,16.750746,12.185,16,2024-08-31,11:15
46,23958.0,5206.0,7923.91,20554.0,3606.26,4317.65,3961.92,3406.3827,40.0,6868.552700000002,6890.983200000001,-2.3827000000001135,45,21.643678,22.271642,19.54,810.25977,808.173134,817.25,315.530169,325.273791,276.687147,0.90569,0.896433,0.9367,0.698448,0.738328,0.56485,4.697219,4.909957,4.046007,147.412644,131.51791,200.66,0.118391,0.129851,0.08,15.701149,16.750746,12.185,16,2024-08-31,11:30
47,24080.0,5204.0,7887.98,20521.0,3644.43,4243.55,3793.82,3558.5738,40.0,7193.773799999999,6868.552700000002,0.4261999999998807,46,21.643678,22.271642,19.54,810.25977,808.173134,817.25,315.530169,325.273791,276.687147,0.90569,0.896433,0.9367,0.698448,0.738328,0.56485,4.697219,4.909957,4.046007,147.412644,131.51791,200.66,0.118391,0.129851,0.08,15.701149,16.750746,12.185,16,2024-08-31,11:45
48,24676.0,5193.0,8229.39,20248.0,3698.44,4530.95,3780.99,4428.1458,40.0,7472.765799999999,7193.773799999999,-0.14580000000023574,47,21.643678,22.271642,19.54,810.25977,808.173134,817.25,315.530169,325.273791,276.687147,0.90569,0.896433,0.9367,0.698448,0.738328,0.56485,4.697219,4.909957,4.046007,147.412644,131.51791,200.66,0.118391,0.129851,0.08,15.701149,16.750746,12.185,16,2024-08-31,12:00
49,25301.0,5275.0,8799.33,20110.0,3870.04,4929.29,3706.04,5189.3527,40.0,7518.9827000000005,7472.765799999999,1.6472999999996318,48,22.586207,23.19403,20.55,809.963218,807.859701,817.01,338.897716,341.857456,327.098691,0.856425,0.848896,0.88165,0.656862,0.698313,0.518,4.213942,4.246224,4.115125,150.289655,134.4,203.52,0.189655,0.2,0.155,16.424138,17.365672,13.27,16,2024-08-31,12:15
50,25452.0,5277.0,9323.33,19870.0,4071.08,5252.25,3493.57,5582.8782,40.0,7358.9782,7518.9827000000005,-0.8782000000001062,49,22.586207,23.19403,20.55,809.963218,807.859701,817.01,338.897716,341.857456,327.098691,0.856425,0.848896,0.88165,0.656862,0.698313,0.518,4.213942,4.246224,4.115125,150.289655,134.4,203.52,0.189655,0.2,0.155,16.424138,17.365672,13.27,16,2024-08-31,12:30
51,25086.0,5262.0,9784.11,19556.0,4270.74,5513.37,3472.19,5528.9477,40.0,6566.6476999999995,7358.9782,1.0523000000002867,50,22.586207,23.19403,20.55,809.963218,807.859701,817.01,338.897716,341.857456,327.098691,0.856425,0.848896,0.88165,0.656862,0.698313,0.518,4.213942,4.246224,4.115125,150.289655,134.4,203.52,0.189655,0.2,0.155,16.424138,17.365672,13.27,16,2024-08-31,12:45
52,25070.0,5333.0,9792.13,19251.0,4259.31,5532.82,3450.88,5823.9709,40.0,6498.960900000002,6566.6476999999995,-4.970900000000256,51,22.586207,23.19403,20.55,809.963218,807.859701,817.01,338.897716,341.857456,327.098691,0.856425,0.848896,0.88165,0.656862,0.698313,0.518,4.213942,4.246224,4.115125,150.289655,134.4,203.52,0.189655,0.2,0.155,16.424138,17.365672,13.27,16,2024-08-31,13:00
53,25768.0,5365.0,10285.98,19390.0,4409.56,5876.42,3434.1,6379.2234,40.0,6684.143399999999,6498.960900000002,-1.223399999999856,52,23.316092,23.892537,21.385,809.513793,807.419403,816.53,410.641297,410.251342,412.195857,0.80092,0.781254,0.8668,0.625977,0.667806,0.48585,4.259328,4.287507,4.173069,157.182759,137.602985,222.775,0.264368,0.308955,0.115,17.07931,17.991045,14.025,16,2024-08-31,13:15
54,26507.0,5398.0,10807.96,19380.0,4562.42,6245.54,3319.78,7126.2968,40.0,6980.5568,6684.143399999999,0.7031999999999243,53,23.316092,23.892537,21.385,809.513793,807.419403,816.53,410.641297,410.251342,412.195857,0.80092,0.781254,0.8668,0.625977,0.667806,0.48585,4.259328,4.287507,4.173069,157.182759,137.602985,222.775,0.264368,0.308955,0.115,17.07931,17.991045,14.025,16,2024-08-31,13:30
55,26872.0,5351.0,11437.44,19410.0,4662.63,6774.81,3281.0,7463.2579,40.0,6803.8179,6980.5568,-1.2578999999996086,54,23.316092,23.892537,21.385,809.513793,807.419403,816.53,410.641297,410.251342,412.195857,0.80092,0.781254,0.8668,0.625977,0.667806,0.48585,4.259328,4.287507,4.173069,157.182759,137.602985,222.775,0.264368,0.308955,0.115,17.07931,17.991045,14.025,16,2024-08-31,13:45
56,27199.0,5413.0,12235.68,19502.0,4807.63,7428.05,3284.33,7696.5009,40.0,6265.490899999999,6803.8179,0.49909999999999854,55,23.316092,23.892537,21.385,809.513793,807.419403,816.53,410.641297,410.251342,412.195857,0.80092,0.781254,0.8668,0.625977,0.667806,0.48585,4.259328,4.287507,4.173069,157.182759,137.602985,222.775,0.264368,0.308955,0.115,17.07931,17.991045,14.025,16,2024-08-31,14:00
57,26575.0,5375.0,12328.38,19541.0,4723.18,7605.2,3264.77,7033.1769,171.87,5606.026899999999,6265.490899999999,0.8230999999996129,56,23.797701,24.347761,21.955,809.097701,807.01791,816.065,514.732657,508.323635,540.28227,0.795161,0.794881,0.7961,0.604598,0.645194,0.4686,5.001395,5.210871,4.360169,158.970115,140.055224,222.335,0.442529,0.547761,0.09,17.367816,18.185075,14.63,16,2024-08-31,14:15
58,26140.0,5338.0,10993.93,19547.0,4464.12,6529.81,3326.51,6592.5096,40.0,6481.069600000001,5606.026899999999,0.4903999999996813,57,23.797701,24.347761,21.955,809.097701,807.01791,816.065,514.732657,508.323635,540.28227,0.795161,0.794881,0.7961,0.604598,0.645194,0.4686,5.001395,5.210871,4.360169,158.970115,140.055224,222.335,0.442529,0.547761,0.09,17.367816,18.185075,14.63,16,2024-08-31,14:30
59,26281.0,5339.0,10201.78,19653.0,4314.5,5887.28,3478.24,6626.9795,40.0,7260.959500000001,6481.069600000001,1.020499999999629,58,23.797701,24.347761,21.955,809.097701,807.01791,816.065,514.732657,508.323635,540.28227,0.795161,0.794881,0.7961,0.604598,0.645194,0.4686,5.001395,5.210871,4.360169,158.970115,140.055224,222.335,0.442529,0.547761,0.09,17.367816,18.185075,14.63,16,2024-08-31,14:45
60,26141.0,5286.0,9905.16,19776.0,4292.53,5612.63,3565.27,6363.6101,40.0,7383.180099999998,7260.959500000001,1.3899000000001251,59,23.797701,24.347761,21.955,809.097701,807.01791,816.065,514.732657,508.323635,540.28227,0.795161,0.794881,0.7961,0.604598,0.645194,0.4686,5.001395,5.210871,4.360169,158.970115,140.055224,222.335,0.442529,0.547761,0.09,17.367816,18.185075,14.63,16,2024-08-31,15:00
61,26266.0,5270.0,9606.49,19797.0,4188.76,5417.73,3594.41,6468.3275,40.0,7794.427500000002,7383.180099999998,0.6724999999996726,60,24.157471,24.692537,22.365,808.572414,806.465672,815.63,489.727656,492.420712,478.991768,0.803494,0.805597,0.79645,0.588793,0.626925,0.46105,5.147016,5.424391,4.297945,164.278161,140.401493,244.265,0.212644,0.252239,0.08,17.890805,18.720896,15.11,16,2024-08-31,15:15
62,25692.0,5204.0,9418.18,19765.0,4063.94,5354.24,3674.63,5928.1877,40.0,7396.377700000001,7794.427500000002,-1.1877000000004045,61,24.157471,24.692537,22.365,808.572414,806.465672,815.63,489.727656,492.420712,478.991768,0.803494,0.805597,0.79645,0.588793,0.626925,0.46105,5.147016,5.424391,4.297945,164.278161,140.401493,244.265,0.212644,0.252239,0.08,17.890805,18.720896,15.11,16,2024-08-31,15:30
