info_date,count,rmse,mae,acc
2025-08-28,96,85.07409895386344,78.16075640360515,0.5564385055892092
2025-08-29,96,78.8145693825687,73.22547116915386,0.5972445535182567
2025-08-30,96,73.73695250865762,66.90513011614482,0.6549310553736724
2025-08-31,96,54.10713981391847,46.1966225751241,0.7298805126498695
2025-09-01,96,77.89617377822007,67.77242284456888,-0.5644265049566135
2025-09-02,96,78.64446732103326,72.52420751253764,0.4437261168741121
2025-09-03,96,82.94571677142348,72.00472707430522,0.4354461496448655
2025-09-04,96,66.5659042006065,58.608885717391956,0.41306742725275636
2025-09-05,96,42.695775532628005,36.793652447064716,0.719990309990288
2025-09-06,96,68.31245194160425,49.81748826026916,0.7722496796011082
2025-09-07,96,61.0105763082398,48.088536815643316,0.8019595333210462
2025-09-08,96,90.97736290072316,72.4278060499827,0.6596742547440613
2025-09-09,96,74.17361005556296,66.07736748377482,0.5411672302455972
2025-09-10,96,50.17778306277104,39.167572011947634,0.7928963484974332
2025-09-11,96,70.48594373281412,55.23444910685222,0.8101437315019621
2025-09-12,96,54.67243748572671,45.47470031420391,0.7662646357196434
2025-09-13,96,84.46303426902969,70.36820824464162,0.5710830251923775
2025-09-14,96,124.21744408914418,105.03147980054219,-0.3808065246631598
2025-09-15,96,61.77998091865392,52.08010008811951,0.664284982772757
2025-09-16,96,83.40640195631745,77.28743193308513,0.26107836030317644
2025-09-17,96,91.81862226559512,80.53588757832846,0.5489946322590251
2025-09-18,96,92.3020593668501,84.82693696975707,0.5645536900709964
2025-09-19,96,66.05904121716154,52.07217209815979,0.6403413085731987
2025-09-20,96,79.69850555950474,68.87063417434692,0.5374242805562941
2025-09-21,96,64.56031331481016,53.190977223714185,0.738943592625431
2025-09-22,96,74.33069749631434,63.68553979873658,0.6591909063114775
2025-09-23,96,89.52396158408287,72.26317810058593,0.7389940122669914
2025-09-24,96,38.76738385070372,23.647172077496847,0.8764450339735315
2025-09-25,96,68.70013779969756,52.1175440979004,0.6856370603363839
2025-09-26,96,73.06798868387676,58.64237184842427,0.7972937405995731
