feature_name,importance_gain
huodianzhanbi,109.58207702636719
pv_ahead_publish,104.55379486083984
load_ahead_publish_ningxia,59.59313201904297
solartotal_620002,57.1591911315918
ne_ahead_publish,51.36477279663086
solar_term,48.947914123535156
load_ahead_publish_shanxi,48.050018310546875
tieline_gansu_hunan_ahead_publish,47.0157470703125
jingjiakongjian,46.196876525878906
feeltemp_620002,45.828304290771484
pressure_620000,44.036502838134766
tieline_ahead_publish,43.80912780761719
totalcloud_620000,42.95063400268555
tieline_gansu_xinjiang_ahead_publish,42.899749755859375
winddirection_620000,42.8705940246582
totalcloud_620001,41.38418197631836
temperature_620002,40.879146575927734
solartotal_620000,40.51012420654297
sdsurplus,39.919517517089844
huodian_kaiji,39.524620056152344
wind_ahead_publish,38.842010498046875
windspeed_620002,37.35120391845703
huodianfuhelv,37.27192306518555
humidity_620000,37.07777786254883
feeltemp_620001,36.957576751708984
load_ahead_publish_xinjiang,36.683773040771484
tieline_gansu_shandong_ahead_publish,36.022464752197266
temperature_620001,35.39961242675781
feeltemp_620000,35.197837829589844
gen_ahead_publish,35.04640579223633
windspeed_620000,34.47447967529297
pressure_620001,34.14384078979492
windspeed_620001,33.32891082763672
pressure_620002,32.52592086791992
load_ahead_publish,32.37181091308594
time_order,31.797744750976562
hydro_ahead_publish,31.418411254882812
solartotal_620001,30.5523738861084
dg_ahead_publish,30.488201141357422
winddirection_620001,29.245342254638672
rainfall_620000,28.81400489807129
winddirection_620002,28.03057861328125
humidity_620001,27.071569442749023
tieline_gansu_ningxia_ahead_publish,26.893714904785156
temperature_620000,26.350221633911133
rainfall_620001,26.031862258911133
tieline_gansu_qinghai_ahead_publish,25.72422981262207
humidity_620002,25.671632766723633
totalcloud_620002,25.559019088745117
tieline_gansu_shanxi_ahead_publish,23.45195770263672
rainfall_620002,18.883333206176758
