,price_ahead_clear,info_date,info_hour
142,40.0,2024-09-03,11:30
143,40.0,2024-09-03,11:45
144,40.0,2024-09-03,12:00
145,40.0,2024-09-03,12:15
146,40.0,2024-09-03,12:30
147,40.0,2024-09-03,12:45
148,40.0,2024-09-03,13:00
149,40.0,2024-09-03,13:15
150,40.0,2024-09-03,13:30
151,40.0,2024-09-03,13:45
152,40.0,2024-09-03,14:00
153,44.76,2024-09-03,14:15
154,40.0,2024-09-03,14:30
155,40.0,2024-09-03,14:45
156,40.0,2024-09-03,15:00
157,40.0,2024-09-03,15:15
158,40.0,2024-09-03,15:30
159,40.0,2024-09-03,15:45
160,40.0,2024-09-03,16:00
161,44.37,2024-09-03,16:15
162,40.0,2024-09-03,16:30
163,40.0,2024-09-03,16:45
164,40.0,2024-09-03,17:00
165,44.95,2024-09-03,17:15
166,45.57,2024-09-03,17:30
167,45.69,2024-09-03,17:45
168,61.98,2024-09-03,18:00
169,40.0,2024-09-03,18:15
170,47.46,2024-09-03,18:30
171,121.7,2024-09-03,18:45
172,50.0,2024-09-03,19:00
173,60.0,2024-09-03,19:15
174,70.0,2024-09-03,19:30
175,100.0,2024-09-03,19:45
176,100.0,2024-09-03,20:00
177,130.0,2024-09-03,20:15
178,110.0,2024-09-03,20:30
179,110.0,2024-09-03,20:45
180,100.0,2024-09-03,21:00
181,50.0,2024-09-03,21:15
182,60.0,2024-09-03,21:30
183,50.0,2024-09-03,21:45
184,50.0,2024-09-03,22:00
185,100.0,2024-09-03,22:15
186,70.0,2024-09-03,22:30
187,60.0,2024-09-03,22:45
188,50.0,2024-09-03,23:00
189,350.0,2024-09-03,23:15
190,340.0,2024-09-03,23:30
191,320.0,2024-09-03,23:45
192,300.0,2024-09-03,24:00
193,100.0,2024-09-04,00:15
194,250.0,2024-09-04,00:30
195,320.0,2024-09-04,00:45
196,280.0,2024-09-04,01:00
197,200.0,2024-09-04,01:15
198,200.0,2024-09-04,01:30
199,190.0,2024-09-04,01:45
200,100.0,2024-09-04,02:00
201,140.0,2024-09-04,02:15
202,100.0,2024-09-04,02:30
203,200.0,2024-09-04,02:45
204,190.0,2024-09-04,03:00
205,190.0,2024-09-04,03:15
206,200.0,2024-09-04,03:30
207,200.0,2024-09-04,03:45
208,150.0,2024-09-04,04:00
209,200.0,2024-09-04,04:15
210,180.0,2024-09-04,04:30
211,180.0,2024-09-04,04:45
212,100.0,2024-09-04,05:00
213,110.0,2024-09-04,05:15
214,140.0,2024-09-04,05:30
215,58.54,2024-09-04,05:45
216,49.28,2024-09-04,06:00
217,58.53,2024-09-04,06:15
218,77.08,2024-09-04,06:30
219,49.25,2024-09-04,06:45
220,49.27,2024-09-04,07:00
221,40.0,2024-09-04,07:15
222,40.0,2024-09-04,07:30
223,40.0,2024-09-04,07:45
224,40.0,2024-09-04,08:00
225,40.0,2024-09-04,08:15
226,40.0,2024-09-04,08:30
227,40.0,2024-09-04,08:45
228,40.0,2024-09-04,09:00
229,40.0,2024-09-04,09:15
230,40.0,2024-09-04,09:30
231,92.65,2024-09-04,09:45
232,93.63,2024-09-04,10:00
233,212.67,2024-09-04,10:15
234,168.25,2024-09-04,10:30
235,168.79,2024-09-04,10:45
236,67.61,2024-09-04,11:00
237,95.37,2024-09-04,11:15
238,58.49,2024-09-04,11:30
239,58.49,2024-09-04,11:45
240,67.2,2024-09-04,12:00
241,67.36,2024-09-04,12:15
242,53.77,2024-09-04,12:30
243,49.31,2024-09-04,12:45
244,48.98,2024-09-04,13:00
245,44.45,2024-09-04,13:15
246,44.49,2024-09-04,13:30
247,40.45,2024-09-04,13:45
248,44.5,2024-09-04,14:00
249,49.29,2024-09-04,14:15
250,54.03,2024-09-04,14:30
251,67.99,2024-09-04,14:45
252,67.88,2024-09-04,15:00
253,49.23,2024-09-04,15:15
254,49.3,2024-09-04,15:30
255,95.91,2024-09-04,15:45
256,95.88,2024-09-04,16:00
257,46.18,2024-09-04,16:15
258,46.21,2024-09-04,16:30
259,46.25,2024-09-04,16:45
260,40.0,2024-09-04,17:00
261,40.0,2024-09-04,17:15
262,40.0,2024-09-04,17:30
263,40.0,2024-09-04,17:45
264,46.57,2024-09-04,18:00
265,80.8,2024-09-04,18:15
266,275.76,2024-09-04,18:30
267,288.05,2024-09-04,18:45
268,349.69,2024-09-04,19:00
269,355.13,2024-09-04,19:15
270,373.44,2024-09-04,19:30
271,410.0,2024-09-04,19:45
272,410.0,2024-09-04,20:00
273,430.0,2024-09-04,20:15
274,400.0,2024-09-04,20:30
275,410.0,2024-09-04,20:45
276,400.0,2024-09-04,21:00
277,400.0,2024-09-04,21:15
278,410.0,2024-09-04,21:30
279,420.0,2024-09-04,21:45
280,420.0,2024-09-04,22:00
281,430.0,2024-09-04,22:15
282,420.0,2024-09-04,22:30
283,420.0,2024-09-04,22:45
284,410.0,2024-09-04,23:00
285,430.0,2024-09-04,23:15
286,430.0,2024-09-04,23:30
287,430.0,2024-09-04,23:45
288,400.0,2024-09-04,24:00
289,340.0,2024-09-05,00:15
290,400.0,2024-09-05,00:30
291,410.0,2024-09-05,00:45
292,410.0,2024-09-05,01:00
293,400.0,2024-09-05,01:15
294,400.0,2024-09-05,01:30
295,400.0,2024-09-05,01:45
296,390.0,2024-09-05,02:00
297,400.0,2024-09-05,02:15
298,400.0,2024-09-05,02:30
299,400.0,2024-09-05,02:45
300,400.0,2024-09-05,03:00
301,410.0,2024-09-05,03:15
302,400.0,2024-09-05,03:30
303,410.0,2024-09-05,03:45
304,400.0,2024-09-05,04:00
305,400.0,2024-09-05,04:15
306,400.0,2024-09-05,04:30
307,400.0,2024-09-05,04:45
308,400.0,2024-09-05,05:00
309,400.0,2024-09-05,05:15
310,420.0,2024-09-05,05:30
311,400.0,2024-09-05,05:45
312,400.0,2024-09-05,06:00
313,430.0,2024-09-05,06:15
314,450.0,2024-09-05,06:30
315,470.0,2024-09-05,06:45
316,450.0,2024-09-05,07:00
317,400.0,2024-09-05,07:15
318,400.0,2024-09-05,07:30
319,400.0,2024-09-05,07:45
320,324.28,2024-09-05,08:00
321,379.83,2024-09-05,08:15
322,351.2,2024-09-05,08:30
323,321.93,2024-09-05,08:45
324,298.16,2024-09-05,09:00
325,337.02,2024-09-05,09:15
326,271.91,2024-09-05,09:30
327,295.9,2024-09-05,09:45
328,295.45,2024-09-05,10:00
329,363.94,2024-09-05,10:15
330,287.63,2024-09-05,10:30
331,269.57,2024-09-05,10:45
332,242.63,2024-09-05,11:00
333,252.64,2024-09-05,11:15
334,216.33,2024-09-05,11:30
335,196.8,2024-09-05,11:45
336,285.1,2024-09-05,12:00
337,147.86,2024-09-05,12:15
338,98.84,2024-09-05,12:30
339,98.85,2024-09-05,12:45
340,49.81,2024-09-05,13:00
341,40.98,2024-09-05,13:15
342,98.85,2024-09-05,13:30
343,98.84,2024-09-05,13:45
344,98.84,2024-09-05,14:00
345,196.86,2024-09-05,14:15
346,98.46,2024-09-05,14:30
347,196.78,2024-09-05,14:45
348,226.11,2024-09-05,15:00
349,314.24,2024-09-05,15:15
350,362.84,2024-09-05,15:30
351,392.75,2024-09-05,15:45
352,402.38,2024-09-05,16:00
353,412.11,2024-09-05,16:15
354,441.37,2024-09-05,16:30
355,441.09,2024-09-05,16:45
356,439.04,2024-09-05,17:00
357,433.94,2024-09-05,17:15
358,429.6,2024-09-05,17:30
359,474.28,2024-09-05,17:45
360,460.0,2024-09-05,18:00
361,500.0,2024-09-05,18:15
362,510.0,2024-09-05,18:30
363,550.0,2024-09-05,18:45
364,600.0,2024-09-05,19:00
365,600.0,2024-09-05,19:15
366,600.0,2024-09-05,19:30
367,600.0,2024-09-05,19:45
368,600.0,2024-09-05,20:00
369,600.0,2024-09-05,20:15
370,580.0,2024-09-05,20:30
371,550.0,2024-09-05,20:45
372,550.0,2024-09-05,21:00
373,500.0,2024-09-05,21:15
374,500.0,2024-09-05,21:30
375,500.0,2024-09-05,21:45
376,450.0,2024-09-05,22:00
377,500.0,2024-09-05,22:15
378,500.0,2024-09-05,22:30
379,500.0,2024-09-05,22:45
380,440.0,2024-09-05,23:00
381,500.0,2024-09-05,23:15
382,500.0,2024-09-05,23:30
383,500.0,2024-09-05,23:45
384,500.0,2024-09-05,24:00
385,100.0,2024-09-06,00:15
386,400.0,2024-09-06,00:30
387,400.0,2024-09-06,00:45
388,400.0,2024-09-06,01:00
389,390.0,2024-09-06,01:15
390,390.0,2024-09-06,01:30
391,370.0,2024-09-06,01:45
392,350.0,2024-09-06,02:00
393,350.0,2024-09-06,02:15
394,350.0,2024-09-06,02:30
395,370.0,2024-09-06,02:45
396,370.0,2024-09-06,03:00
397,370.0,2024-09-06,03:15
398,370.0,2024-09-06,03:30
399,370.0,2024-09-06,03:45
400,360.0,2024-09-06,04:00
401,370.0,2024-09-06,04:15
402,350.0,2024-09-06,04:30
403,350.0,2024-09-06,04:45
404,350.0,2024-09-06,05:00
405,360.0,2024-09-06,05:15
406,370.0,2024-09-06,05:30
407,370.0,2024-09-06,05:45
408,370.0,2024-09-06,06:00
409,360.0,2024-09-06,06:15
410,360.0,2024-09-06,06:30
411,390.0,2024-09-06,06:45
412,370.0,2024-09-06,07:00
413,300.0,2024-09-06,07:15
414,300.0,2024-09-06,07:30
415,243.0,2024-09-06,07:45
416,160.0,2024-09-06,08:00
417,160.0,2024-09-06,08:15
418,50.0,2024-09-06,08:30
419,46.97,2024-09-06,08:45
420,69.39,2024-09-06,09:00
421,168.16,2024-09-06,09:15
422,120.54,2024-09-06,09:30
423,134.43,2024-09-06,09:45
424,61.49,2024-09-06,10:00
425,136.31,2024-09-06,10:15
426,108.62,2024-09-06,10:30
427,110.24,2024-09-06,10:45
428,94.73,2024-09-06,11:00
429,200.52,2024-09-06,11:15
430,203.82,2024-09-06,11:30
431,172.32,2024-09-06,11:45
432,149.13,2024-09-06,12:00
433,123.82,2024-09-06,12:15
434,81.92,2024-09-06,12:30
435,71.96,2024-09-06,12:45
436,71.83,2024-09-06,13:00
437,61.32,2024-09-06,13:15
438,45.32,2024-09-06,13:30
439,45.34,2024-09-06,13:45
440,45.35,2024-09-06,14:00
441,72.83,2024-09-06,14:15
442,72.79,2024-09-06,14:30
443,94.37,2024-09-06,14:45
444,94.73,2024-09-06,15:00
445,156.33,2024-09-06,15:15
446,161.3,2024-09-06,15:30
447,216.29,2024-09-06,15:45
448,238.91,2024-09-06,16:00
449,208.65,2024-09-06,16:15
450,219.46,2024-09-06,16:30
451,234.1,2024-09-06,16:45
452,185.37,2024-09-06,17:00
453,45.68,2024-09-06,17:15
454,40.0,2024-09-06,17:30
455,40.0,2024-09-06,17:45
456,40.0,2024-09-06,18:00
457,47.11,2024-09-06,18:15
458,176.77,2024-09-06,18:30
459,254.84,2024-09-06,18:45
460,350.15,2024-09-06,19:00
461,340.65,2024-09-06,19:15
462,265.26,2024-09-06,19:30
463,268.1,2024-09-06,19:45
464,251.8,2024-09-06,20:00
465,207.93,2024-09-06,20:15
466,150.39,2024-09-06,20:30
467,79.11,2024-09-06,20:45
468,47.65,2024-09-06,21:00
469,40.0,2024-09-06,21:15
470,40.0,2024-09-06,21:30
471,40.0,2024-09-06,21:45
472,40.0,2024-09-06,22:00
473,40.0,2024-09-06,22:15
474,40.0,2024-09-06,22:30
475,40.0,2024-09-06,22:45
476,40.0,2024-09-06,23:00
477,120.48,2024-09-06,23:15
478,81.03,2024-09-06,23:30
479,67.4,2024-09-06,23:45
480,40.0,2024-09-06,24:00
481,282.85,2024-09-07,00:15
482,285.48,2024-09-07,00:30
483,285.08,2024-09-07,00:45
484,282.24,2024-09-07,01:00
485,308.58,2024-09-07,01:15
486,300.78,2024-09-07,01:30
487,300.64,2024-09-07,01:45
488,302.05,2024-09-07,02:00
489,337.49,2024-09-07,02:15
490,322.77,2024-09-07,02:30
491,342.74,2024-09-07,02:45
492,319.22,2024-09-07,03:00
493,306.91,2024-09-07,03:15
494,319.81,2024-09-07,03:30
495,309.28,2024-09-07,03:45
496,310.8,2024-09-07,04:00
497,298.62,2024-09-07,04:15
498,292.63,2024-09-07,04:30
499,291.3,2024-09-07,04:45
500,291.86,2024-09-07,05:00
501,345.62,2024-09-07,05:15
502,373.31,2024-09-07,05:30
503,360.42,2024-09-07,05:45
504,364.64,2024-09-07,06:00
505,358.94,2024-09-07,06:15
506,382.07,2024-09-07,06:30
507,394.22,2024-09-07,06:45
508,431.25,2024-09-07,07:00
509,290.6,2024-09-07,07:15
510,275.2,2024-09-07,07:30
511,236.36,2024-09-07,07:45
512,363.82,2024-09-07,08:00
513,223.79,2024-09-07,08:15
514,228.66,2024-09-07,08:30
515,228.05,2024-09-07,08:45
516,278.99,2024-09-07,09:00
517,265.21,2024-09-07,09:15
518,216.1,2024-09-07,09:30
519,148.74,2024-09-07,09:45
520,46.84,2024-09-07,10:00
521,47.55,2024-09-07,10:15
522,40.0,2024-09-07,10:30
523,40.0,2024-09-07,10:45
524,40.0,2024-09-07,11:00
525,40.69,2024-09-07,11:15
526,40.69,2024-09-07,11:30
527,40.0,2024-09-07,11:45
528,40.0,2024-09-07,12:00
529,40.0,2024-09-07,12:15
530,40.0,2024-09-07,12:30
531,40.0,2024-09-07,12:45
532,40.0,2024-09-07,13:00
533,40.0,2024-09-07,13:15
534,40.0,2024-09-07,13:30
535,40.0,2024-09-07,13:45
536,40.0,2024-09-07,14:00
537,40.0,2024-09-07,14:15
538,40.0,2024-09-07,14:30
539,40.0,2024-09-07,14:45
540,40.0,2024-09-07,15:00
541,40.0,2024-09-07,15:15
542,40.0,2024-09-07,15:30
543,40.0,2024-09-07,15:45
544,40.0,2024-09-07,16:00
545,40.0,2024-09-07,16:15
546,40.0,2024-09-07,16:30
547,40.0,2024-09-07,16:45
548,40.0,2024-09-07,17:00
549,40.0,2024-09-07,17:15
550,40.0,2024-09-07,17:30
551,40.0,2024-09-07,17:45
552,40.0,2024-09-07,18:00
553,40.8,2024-09-07,18:15
554,118.76,2024-09-07,18:30
555,160.5,2024-09-07,18:45
556,40.0,2024-09-07,19:00
557,40.0,2024-09-07,19:15
558,40.0,2024-09-07,19:30
559,40.0,2024-09-07,19:45
560,40.0,2024-09-07,20:00
561,40.0,2024-09-07,20:15
562,40.0,2024-09-07,20:30
563,40.0,2024-09-07,20:45
564,40.0,2024-09-07,21:00
565,40.0,2024-09-07,21:15
566,40.0,2024-09-07,21:30
567,40.0,2024-09-07,21:45
568,40.0,2024-09-07,22:00
569,40.0,2024-09-07,22:15
570,40.0,2024-09-07,22:30
571,40.0,2024-09-07,22:45
572,40.0,2024-09-07,23:00
573,40.0,2024-09-07,23:15
574,40.0,2024-09-07,23:30
575,40.0,2024-09-07,23:45
576,40.0,2024-09-07,24:00
577,40.0,2024-09-08,00:15
578,40.0,2024-09-08,00:30
579,40.0,2024-09-08,00:45
580,40.0,2024-09-08,01:00
581,40.0,2024-09-08,01:15
582,40.0,2024-09-08,01:30
583,40.0,2024-09-08,01:45
584,40.0,2024-09-08,02:00
585,40.0,2024-09-08,02:15
586,40.0,2024-09-08,02:30
587,40.0,2024-09-08,02:45
588,40.0,2024-09-08,03:00
589,46.93,2024-09-08,03:15
590,46.97,2024-09-08,03:30
591,47.04,2024-09-08,03:45
592,82.09,2024-09-08,04:00
593,61.15,2024-09-08,04:15
594,83.01,2024-09-08,04:30
595,61.66,2024-09-08,04:45
596,82.84,2024-09-08,05:00
597,155.36,2024-09-08,05:15
598,161.3,2024-09-08,05:30
599,175.94,2024-09-08,05:45
600,155.31,2024-09-08,06:00
601,196.73,2024-09-08,06:15
602,218.77,2024-09-08,06:30
603,226.11,2024-09-08,06:45
604,225.2,2024-09-08,07:00
605,90.0,2024-09-08,07:15
606,90.2,2024-09-08,07:30
607,40.0,2024-09-08,07:45
608,167.23,2024-09-08,08:00
609,69.09,2024-09-08,08:15
610,40.0,2024-09-08,08:30
611,40.0,2024-09-08,08:45
612,40.0,2024-09-08,09:00
613,40.0,2024-09-08,09:15
614,40.0,2024-09-08,09:30
615,40.0,2024-09-08,09:45
616,40.0,2024-09-08,10:00
617,40.0,2024-09-08,10:15
618,40.0,2024-09-08,10:30
619,40.0,2024-09-08,10:45
620,40.0,2024-09-08,11:00
621,40.0,2024-09-08,11:15
622,40.0,2024-09-08,11:30
623,40.0,2024-09-08,11:45
624,40.0,2024-09-08,12:00
625,40.0,2024-09-08,12:15
626,40.0,2024-09-08,12:30
627,40.0,2024-09-08,12:45
628,40.0,2024-09-08,13:00
629,40.0,2024-09-08,13:15
630,40.0,2024-09-08,13:30
631,40.0,2024-09-08,13:45
632,40.0,2024-09-08,14:00
633,40.0,2024-09-08,14:15
634,40.0,2024-09-08,14:30
635,40.0,2024-09-08,14:45
636,40.0,2024-09-08,15:00
637,40.0,2024-09-08,15:15
638,40.0,2024-09-08,15:30
639,40.0,2024-09-08,15:45
640,40.0,2024-09-08,16:00
641,40.0,2024-09-08,16:15
642,40.0,2024-09-08,16:30
643,40.0,2024-09-08,16:45
644,40.0,2024-09-08,17:00
645,40.0,2024-09-08,17:15
646,40.0,2024-09-08,17:30
647,96.58,2024-09-08,17:45
648,47.06,2024-09-08,18:00
649,122.19,2024-09-08,18:15
650,245.24,2024-09-08,18:30
651,301.0,2024-09-08,18:45
652,350.0,2024-09-08,19:00
653,260.0,2024-09-08,19:15
654,260.0,2024-09-08,19:30
655,260.0,2024-09-08,19:45
656,260.0,2024-09-08,20:00
657,195.0,2024-09-08,20:15
658,190.0,2024-09-08,20:30
659,160.0,2024-09-08,20:45
660,50.0,2024-09-08,21:00
661,50.0,2024-09-08,21:15
662,50.0,2024-09-08,21:30
663,59.0,2024-09-08,21:45
664,59.0,2024-09-08,22:00
665,50.0,2024-09-08,22:15
666,46.0,2024-09-08,22:30
667,46.0,2024-09-08,22:45
668,40.0,2024-09-08,23:00
669,200.0,2024-09-08,23:15
670,200.0,2024-09-08,23:30
671,150.0,2024-09-08,23:45
672,70.0,2024-09-08,24:00
673,171.51,2024-09-09,00:15
674,359.26,2024-09-09,00:30
675,370.0,2024-09-09,00:45
676,350.0,2024-09-09,01:00
677,350.0,2024-09-09,01:15
678,320.0,2024-09-09,01:30
679,300.0,2024-09-09,01:45
680,250.0,2024-09-09,02:00
681,210.0,2024-09-09,02:15
682,200.0,2024-09-09,02:30
683,250.0,2024-09-09,02:45
684,252.48,2024-09-09,03:00
685,310.79,2024-09-09,03:15
686,320.0,2024-09-09,03:30
687,310.0,2024-09-09,03:45
688,300.0,2024-09-09,04:00
689,320.0,2024-09-09,04:15
690,289.88,2024-09-09,04:30
691,262.0,2024-09-09,04:45
692,300.0,2024-09-09,05:00
693,344.0,2024-09-09,05:15
694,344.0,2024-09-09,05:30
695,320.0,2024-09-09,05:45
696,300.0,2024-09-09,06:00
697,308.28,2024-09-09,06:15
698,293.99,2024-09-09,06:30
699,288.95,2024-09-09,06:45
700,289.71,2024-09-09,07:00
701,220.91,2024-09-09,07:15
702,98.31,2024-09-09,07:30
703,49.9,2024-09-09,07:45
704,227.58,2024-09-09,08:00
705,46.66,2024-09-09,08:15
706,40.0,2024-09-09,08:30
707,43.88,2024-09-09,08:45
708,51.19,2024-09-09,09:00
709,326.06,2024-09-09,09:15
710,294.59,2024-09-09,09:30
711,337.88,2024-09-09,09:45
712,182.8,2024-09-09,10:00
713,52.81,2024-09-09,10:15
714,47.01,2024-09-09,10:30
715,47.56,2024-09-09,10:45
716,47.87,2024-09-09,11:00
717,144.78,2024-09-09,11:15
718,140.39,2024-09-09,11:30
719,134.37,2024-09-09,11:45
720,100.86,2024-09-09,12:00
721,100.15,2024-09-09,12:15
722,46.4,2024-09-09,12:30
723,45.28,2024-09-09,12:45
724,45.09,2024-09-09,13:00
725,41.94,2024-09-09,13:15
726,51.12,2024-09-09,13:30
727,103.6,2024-09-09,13:45
728,46.15,2024-09-09,14:00
729,110.84,2024-09-09,14:15
730,112.71,2024-09-09,14:30
731,138.42,2024-09-09,14:45
732,137.41,2024-09-09,15:00
733,74.08,2024-09-09,15:15
734,110.4,2024-09-09,15:30
735,145.21,2024-09-09,15:45
736,161.42,2024-09-09,16:00
737,84.49,2024-09-09,16:15
738,121.44,2024-09-09,16:30
739,238.17,2024-09-09,16:45
740,289.69,2024-09-09,17:00
741,340.6,2024-09-09,17:15
742,372.38,2024-09-09,17:30
743,452.42,2024-09-09,17:45
744,446.75,2024-09-09,18:00
745,463.84,2024-09-09,18:15
746,469.87,2024-09-09,18:30
747,483.72,2024-09-09,18:45
748,454.74,2024-09-09,19:00
749,482.69,2024-09-09,19:15
750,443.57,2024-09-09,19:30
751,447.28,2024-09-09,19:45
752,442.92,2024-09-09,20:00
753,438.67,2024-09-09,20:15
754,490.09,2024-09-09,20:30
755,427.01,2024-09-09,20:45
756,481.94,2024-09-09,21:00
757,293.37,2024-09-09,21:15
758,308.86,2024-09-09,21:30
759,258.31,2024-09-09,21:45
760,292.91,2024-09-09,22:00
761,326.93,2024-09-09,22:15
762,336.6,2024-09-09,22:30
763,299.55,2024-09-09,22:45
764,255.53,2024-09-09,23:00
765,370.78,2024-09-09,23:15
766,243.0,2024-09-09,23:30
767,244.4,2024-09-09,23:45
768,285.83,2024-09-09,24:00
769,47.04,2024-09-10,00:15
770,261.23,2024-09-10,00:30
771,260.94,2024-09-10,00:45
772,261.3,2024-09-10,01:00
773,309.48,2024-09-10,01:15
774,306.31,2024-09-10,01:30
775,309.31,2024-09-10,01:45
776,308.21,2024-09-10,02:00
777,322.21,2024-09-10,02:15
778,342.84,2024-09-10,02:30
779,325.89,2024-09-10,02:45
780,340.21,2024-09-10,03:00
781,336.09,2024-09-10,03:15
782,330.8,2024-09-10,03:30
783,304.05,2024-09-10,03:45
784,332.6,2024-09-10,04:00
785,303.24,2024-09-10,04:15
786,304.03,2024-09-10,04:30
787,303.63,2024-09-10,04:45
788,304.23,2024-09-10,05:00
789,339.9,2024-09-10,05:15
790,344.77,2024-09-10,05:30
791,345.91,2024-09-10,05:45
792,349.73,2024-09-10,06:00
793,394.67,2024-09-10,06:15
794,487.47,2024-09-10,06:30
795,435.01,2024-09-10,06:45
796,460.3,2024-09-10,07:00
797,348.86,2024-09-10,07:15
798,287.58,2024-09-10,07:30
799,292.69,2024-09-10,07:45
800,391.67,2024-09-10,08:00
801,339.37,2024-09-10,08:15
802,273.83,2024-09-10,08:30
803,349.86,2024-09-10,08:45
804,314.77,2024-09-10,09:00
805,338.59,2024-09-10,09:15
806,341.08,2024-09-10,09:30
807,342.0,2024-09-10,09:45
808,341.65,2024-09-10,10:00
809,203.29,2024-09-10,10:15
810,262.32,2024-09-10,10:30
811,226.59,2024-09-10,10:45
812,181.77,2024-09-10,11:00
813,242.51,2024-09-10,11:15
814,135.07,2024-09-10,11:30
815,107.66,2024-09-10,11:45
816,59.64,2024-09-10,12:00
817,77.27,2024-09-10,12:15
818,46.1,2024-09-10,12:30
819,40.61,2024-09-10,12:45
820,40.62,2024-09-10,13:00
821,40.0,2024-09-10,13:15
